Current [nA],time
-0.060127,0.0
-0.056421000000000006,0.020709753036499023
-0.030032,0.04180192947387695
-0.06324,0.06281876564025879
-0.064426,0.08376574516296387
-0.045301999999999995,0.10459280014038086
-0.068874,0.12541484832763672
-0.04545,0.146256685256958
-0.111429,0.167097806930542
-0.045308999999999995,0.1879749298095703
-0.06043,0.2088148593902588
-0.059986000000000005,0.2296597957611084
-0.055538,0.2505037784576416
-0.040268,0.2713508605957031
-0.063099,0.2921907901763916
-0.038637,0.3130307197570801
-0.067991,0.33396077156066895
-0.056428,0.35480475425720215
-0.06904400000000001,0.37572169303894043
-0.07527,0.3965628147125244
-0.0812,0.417407751083374
-0.065337,0.4382507801055908
-0.049326,0.45950889587402344
-0.0431,0.4808647632598877
-0.058814,0.5021476745605469
-0.07438099999999999,0.5234308242797852
-0.075419,0.5447947978973389
-0.065041,0.5660758018493652
-0.077791,0.5874028205871582
-0.061778999999999994,0.6087076663970947
-0.049178,0.6300249099731445
-0.054515,0.6513359546661377
-0.065189,0.6726508140563965
-0.052884,0.6937787532806396
-0.06163099999999999,0.714993953704834
-0.047547000000000006,0.7362968921661377
-0.05940700000000001,0.7576048374176025
-0.068451,0.7789177894592285
-0.053626,0.8002347946166992
-0.043544,0.8213098049163818
-0.048585,0.8426318168640137
-0.07186100000000001,0.8640248775482178
-0.094395,0.8853418827056885
-0.055849,0.906653881072998
-0.077049,0.9278929233551025
-0.039689999999999996,0.9492077827453613
-0.067709,0.9705178737640381
-0.073491,0.991844892501831
-0.046508999999999995,1.0131547451019287
-0.065486,1.0344657897949219
-0.071416,1.0558018684387207
-0.070675,1.0767736434936523
-0.038058999999999996,1.097653865814209
-0.046064999999999995,1.1184918880462646
-0.056146,1.1393449306488037
-0.070971,1.160193920135498
-0.043989,1.181032657623291
-0.037021,1.2018778324127197
-0.083328,1.2227237224578857
-0.043151,1.2436378002166748
-0.081993,1.264481782913208
-0.070875,1.2854008674621582
-0.032032,1.306567907333374
-0.062572,1.3278307914733887
-0.056642,1.3488008975982666
-0.049823,1.3701097965240479
-0.047747000000000005,1.3914947509765625
-0.051009,1.4128859043121338
-0.088813,1.4341998100280762
-0.061979,1.4555127620697021
-0.08481,1.476902723312378
-0.060941999999999996,1.4982168674468994
-0.059311,1.5195236206054688
-0.08540299999999999,1.5409128665924072
-0.056939,1.5622258186340332
-0.06361,1.58353590965271
-0.038407,1.6049168109893799
-0.051157,1.6262357234954834
-0.050416,1.6475367546081543
-0.048487999999999996,1.668928861618042
-0.056642,1.690246820449829
-0.053084000000000006,1.7116408348083496
-0.034405,1.7329576015472412
-0.062721,1.7542707920074463
-0.026547,1.7756857872009277
-0.056790999999999994,1.7969906330108643
-0.070726,1.818307638168335
-0.038407,1.8396918773651123
-0.015725,1.8610038757324219
-0.033367,1.8820908069610596
-0.027881,1.9033968448638916
-0.071616,1.9244027137756348
-0.058570000000000004,1.9455077648162842
-0.050861,1.9667057991027832
-0.055901,1.9880878925323486
-0.0645,2.009168863296509
-0.032181,2.030489683151245
-0.05753200000000001,2.051849842071533
-0.06908099999999999,2.072817802429199
-0.052625,2.0937278270721436
-0.088798,2.1146509647369385
-0.06493,2.135483980178833
-0.039282,2.156359910964966
-0.038985,2.177212715148926
-0.051142,2.1980538368225098
-0.07338,2.218897819519043
-0.044619,2.2398736476898193
-0.059889,2.260713815689087
-0.08405399999999999,2.281566858291626
-0.048474,2.302417755126953
-0.027867000000000003,2.3232617378234863
-0.07649299999999999,2.344115734100342
-0.061965,2.364964723587036
-0.070711,2.3858137130737305
-0.06478099999999999,2.406644821166992
-0.048177,2.4274919033050537
-0.06997,2.4484148025512695
-0.074418,2.4692609310150146
-0.035279000000000005,2.4901046752929688
-0.059296,2.5109498500823975
-0.023419,2.531846761703491
-0.074862,2.5526928901672363
-0.063299,2.5735387802124023
-0.037058,2.5943877696990967
-0.05840599999999999,2.6152398586273193
-0.047288,2.6361019611358643
-0.065819,2.656953811645508
-0.047139,2.677809000015259
-0.063447,2.698654890060425
-0.034093,2.719491958618164
-0.056034,2.7404277324676514
-0.063447,2.7612688541412354
-0.084944,2.782132625579834
-0.037058,2.80338978767395
-0.06463300000000001,2.824314832687378
-0.038541000000000006,2.845599889755249
-0.057812999999999996,2.8669018745422363
-0.038541000000000006,2.888288736343384
-0.053551,2.9096028804779053
-0.050733999999999994,2.9305367469787598
-0.051327,2.951900005340576
-0.058442999999999995,2.9731287956237793
-0.026273,2.994442939758301
-0.080978,3.0157077312469482
-0.068969,3.036754846572876
-0.076975,3.057894706726074
-0.081126,3.078929901123047
-0.068228,3.0998787879943848
-0.079347,3.1207199096679688
-0.050438,3.1417906284332275
-0.051772000000000006,3.163071870803833
-0.053699000000000004,3.184354782104492
-0.056664,3.2053327560424805
-0.054885,3.2261757850646973
-0.062595,3.246992826461792
-0.056220000000000006,3.2678349018096924
-0.053848,3.2886807918548584
-0.056220000000000006,3.309508800506592
-0.054589,3.3303287029266357
-0.02568,3.350994825363159
-0.050586,3.3716938495635986
-0.063929,3.392429828643799
-0.043767,3.4133107662200928
-0.073713,3.434260845184326
-0.059333000000000004,3.455458879470825
-0.082312,3.476578712463379
-0.062446,3.497591972351074
-0.057257,3.518582820892334
-0.073417,3.539853811264038
-0.038133,3.560863733291626
-0.07994,3.5818698406219482
-0.032499,3.6028547286987305
-0.056664,3.6239099502563477
-0.069118,3.6448986530303955
-0.056664,3.6658778190612793
-0.086018,3.686767816543579
-0.05192000000000001,3.7076566219329834
-0.054144000000000005,3.7284748554229736
-0.054774,3.749215841293335
-0.054774,3.769887685775757
-0.057146,3.790444850921631
-0.038022,3.8111867904663086
-0.044989999999999995,3.831995725631714
-0.050178,3.8527708053588867
-0.053144000000000004,3.8735249042510986
-0.046472,3.894439697265625
-0.05685,3.9152207374572754
-0.053885,3.936184883117676
-0.03565,3.957115650177002
-0.042618,3.978285789489746
-0.031201999999999997,3.9992709159851074
-0.07968099999999999,4.020253896713257
-0.046769,4.041473627090454
-0.047362,4.062687873840332
-0.076864,4.083756685256958
-0.047510000000000004,4.104667901992798
-0.072268,4.1255269050598145
-0.076419,4.146370887756348
-0.046472,4.167214632034302
-0.068562,4.188117980957031
-0.043952,4.208958864212036
-0.054626,4.2297937870025635
-0.079236,4.2506349086761475
-0.053737,4.271468877792358
-0.071527,4.292285919189453
-0.01608,4.313137769699097
-0.069896,4.334024906158447
-0.039652999999999994,4.354860782623291
-0.07849500000000001,4.375773668289185
-0.064559,4.396686792373657
-0.082942,4.417636871337891
-0.061594,4.438662767410278
-0.061594,4.45965576171875
-0.038318,4.480512857437134
-0.06263200000000001,4.5014567375183105
-0.069303,4.522312879562378
-0.055219000000000004,4.5431599617004395
-0.059667,4.563997745513916
-0.054952,4.5848376750946045
-0.033456,4.605684757232666
-0.059696000000000006,4.626539707183838
-0.067109,4.64738392829895
-0.064885,4.6682257652282715
-0.033456,4.689067840576172
-0.0806,4.710237741470337
-0.05851,4.731492757797241
-0.07126,4.752563714981079
-0.068591,4.773415803909302
-0.039682,4.794245719909668
-0.035976,4.815073728561401
-0.054655999999999996,4.835920810699463
-0.043537,4.856760740280151
-0.094684,4.877589702606201
-0.07348400000000001,4.898415803909302
-0.06977699999999999,4.919245719909668
-0.050653,4.940180778503418
-0.061030999999999995,4.96102499961853
-0.059993,4.981870889663696
-0.049763,5.002685785293579
-0.070815,5.0238938331604
-0.063106,5.0448877811431885
-0.07170499999999999,5.065738677978516
-0.060288999999999995,5.086666822433472
-0.06533,5.10753870010376
-0.076894,5.1284589767456055
-0.051394,5.1493237018585205
-0.038645,5.170293807983398
-0.048132999999999995,5.191526889801025
-0.054804,5.212819814682007
-0.070667,5.234039783477783
-0.042944,5.255266904830933
-0.062513,5.276484966278076
-0.06325399999999999,5.297696828842163
-0.079266,5.318911790847778
-0.035383,5.3401408195495605
-0.044723,5.361364841461182
-0.048726,5.382589817047119
-0.046057,5.403868913650513
-0.052929,5.425081729888916
-0.061824000000000004,5.446067810058594
-0.048777999999999995,5.466966867446899
-0.07813200000000001,5.48778772354126
-0.061824000000000004,5.508628845214844
-0.04181,5.529460906982422
-0.06879199999999999,5.550295829772949
-0.04092,5.571135759353638
-0.07487,5.591984748840332
-0.082134,5.612839698791504
-0.043588999999999996,5.6336448192596436
-0.06627100000000001,5.654473781585693
-0.064937,5.675350904464722
-0.086285,5.69623589515686
-0.067013,5.717010736465454
-0.042996,5.7378599643707275
-0.064937,5.758646726608276
-0.045663999999999996,5.77949070930481
-0.08925,5.800404787063599
-0.038845,5.82122278213501
-0.039586,5.842075824737549
-0.036324,5.862855672836304
-0.079169,5.883707761764526
-0.065827,5.904576778411865
-0.047147,5.925407648086548
-0.057673,5.946353912353516
-0.049519,5.967212677001953
-0.065827,5.988090753555298
-0.060934,6.009074926376343
-0.06301,6.0299859046936035
-0.051446000000000006,6.050834894180298
-0.031580000000000004,6.071781635284424
-0.029505,6.092697858810425
-0.06538200000000001,6.113542795181274
-0.061230999999999994,6.134422779083252
-0.034842000000000005,6.1552348136901855
-0.067902,6.176175832748413
-0.049519,6.197152853012085
-0.04092,6.218117952346802
-0.067606,6.239292860031128
-0.037977,6.260446786880493
-0.08111900000000001,6.2816548347473145
-0.07,6.302872657775879
-0.063773,6.324105739593506
-0.0445,6.345090627670288
-0.037236,6.3658976554870605
-0.043907,6.386741876602173
-0.072224,6.4077348709106445
-0.015590999999999999,6.428738832473755
-0.037533,6.449668884277344
-0.033678,6.470548629760742
-0.049689,6.491415739059448
-0.049393,6.512229681015015
-0.06481100000000001,6.533061742782593
-0.073113,6.553931713104248
-0.07,6.574812889099121
-0.112252,6.595702886581421
-0.054729999999999994,6.616535902023315
-0.062735,6.637417793273926
-0.06407,6.658301830291748
-0.044649,6.6791558265686035
-0.071038,6.7000226974487305
-0.064218,6.720871686935425
-0.05725,6.741806745529175
-0.048058,6.7626707553863525
-0.09372,6.783528804779053
-0.062291,6.804468870162964
-0.074151,6.825383901596069
-0.060215,6.846246719360352
-0.024338,6.867106676101685
-0.070296,6.8880226612091064
-0.07059299999999999,6.908864736557007
-0.064959,6.929681777954102
-0.036495,6.950617790222168
-0.061846000000000005,6.971466779708862
-0.038718999999999996,6.992379903793335
-0.051320000000000005,7.013219833374023
0.007388,7.034050941467285
-0.05873300000000001,7.054876804351807
-0.05873300000000001,7.075785875320435
-0.062179,7.096959829330444
-0.05284,7.118161916732788
-0.057879999999999994,7.1393656730651855
-0.044389,7.160554885864258
-0.040979,7.1817626953125
-0.063662,7.2029807567596436
-0.027044,7.224268913269043
-0.034308,7.2454938888549805
-0.063959,7.2667317390441895
-0.068851,7.288118839263916
-0.06099299999999999,7.309426784515381
-0.041868999999999996,7.330741882324219
-0.061586,7.352074861526489
-0.078635,7.373384952545166
-0.052988,7.3946967124938965
-0.065441,7.416093826293945
-0.056398000000000004,7.437318801879883
-0.060252,7.458618879318237
-0.046317000000000004,7.479681730270386
-0.058918,7.500986814498901
-0.077894,7.52229380607605
-0.056101,7.543679714202881
-0.043203,7.564650774002075
-0.035939,7.585619926452637
-0.045279,7.606929779052734
-0.05536,7.6282429695129395
-0.068851,7.649551868438721
-0.035198,7.670868873596191
-0.051654,7.6922478675842285
-0.06603400000000001,7.713559865951538
-0.074336,7.7345287799835205
-0.042017,7.755894899368286
-0.07656,7.777212858200073
-0.039349,7.798518896102905
-0.051504999999999995,7.819899797439575
-0.052690999999999995,7.8412089347839355
-0.062624,7.862300872802734
-0.059065999999999994,7.8836658000946045
-0.079377,7.904975891113281
-0.07908,7.926060914993286
-0.06664199999999999,7.9473876953125
-0.04648,7.968373775482178
-0.056709,7.989681720733643
-0.07361000000000001,8.010795831680298
-0.0702,8.032127857208252
-0.05745,8.053078889846802
-0.066197,8.074237823486328
-0.048702999999999996,8.095224857330322
-0.053002999999999995,8.116198778152466
-0.057005999999999994,8.137235879898071
-0.059822,8.158223628997803
-0.036695,8.179483890533447
-0.076723,8.200771808624268
-0.084136,8.221806764602661
-0.07865,8.242937803268433
-0.051965,8.264217853546143
-0.072424,8.285443782806396
-0.063677,8.30666470527649
-0.058636,8.3278968334198
-0.035361000000000004,8.349210739135742
-0.056857000000000005,8.37047266960144
-0.05255800000000001,8.391856670379639
-0.082357,8.413172721862793
-0.062342999999999996,8.434481620788574
-0.072424,8.455859899520874
-0.053448,8.476807832717896
-0.064715,8.497867822647095
-0.048407,8.519093751907349
-0.073313,8.540294885635376
-0.043811,8.561522722244263
-0.057895,8.582842826843262
-0.050927,8.604219913482666
-0.03625,8.62517499923706
-0.06842100000000001,8.646390676498413
-0.047073000000000004,8.66737174987793
-0.042625,8.688678741455078
-0.060564,8.709996700286865
-0.064715,8.731308937072754
-0.053596000000000005,8.75262188911438
-0.047369,8.773928880691528
-0.060578999999999994,8.79524278640747
-0.086967,8.816555738449097
-0.054797000000000005,8.837869882583618
-0.06754600000000001,8.859188795089722
-0.096604,8.88049578666687
-0.07925800000000001,8.901809930801392
-0.056576,8.92284870147705
-0.085188,8.944188833236694
-0.06428500000000001,8.96548080444336
-0.0757,8.98686695098877
-0.049904000000000004,9.008315801620483
-0.072439,9.029646873474121
-0.04605,9.05093789100647
-0.076738,9.07221269607544
-0.079703,9.093288660049438
-0.050794,9.1142258644104
-0.037155,9.13512372970581
-0.07421799999999999,9.15635085105896
-0.042343,9.17762279510498
-0.07599700000000001,9.198915719985962
-0.045160000000000006,9.220276832580566
-0.067991,9.241654872894287
-0.091711,9.26294493675232
-0.045752999999999995,9.284166812896729
-0.047681,9.305562734603882
-0.0545,9.326902866363525
-0.105499,9.347962856292725
-0.067398,9.368830680847168
-0.08756,9.390012741088867
-0.081482,9.411309957504272
-0.056576,9.43260383605957
-0.050497,9.453847646713257
-0.051089999999999997,9.474998712539673
-0.067843,9.496360778808594
-0.06428500000000001,9.51765775680542
-0.050942,9.538734912872314
-0.072883,9.560125827789307
-0.062358000000000004,9.58112382888794
-0.056278999999999996,9.602436780929565
-0.043233,9.623742818832397
-0.088465,9.645068883895874
-0.074529,9.66637372970581
-0.058369000000000004,9.687696695327759
-0.068006,9.709028720855713
-0.07897699999999999,9.730334758758545
-0.060297,9.751231670379639
-0.078828,9.772027730941772
-0.056589999999999994,9.79284381866455
-0.063114,9.813682794570923
-0.070526,9.834531784057617
-0.05525599999999999,9.855357646942139
-0.058073,9.876222848892212
-0.061038,9.897071838378906
-0.037614,9.917918920516968
-0.05940700000000001,9.938769817352295
-0.044137,9.959670782089233
-0.090392,9.980609893798828
-0.06252100000000001,10.001816987991333
-0.08683400000000001,10.023034811019897
-0.038355,10.044330835342407
-0.092912,10.065549850463867
-0.077791,10.086525917053223
-0.081942,10.107386827468872
-0.082386,10.1282217502594
-0.089354,10.149050951004028
-0.077049,10.169867753982544
-0.065634,10.19079065322876
-0.06163099999999999,10.211881637573242
-0.073639,10.232821702957153
-0.05940700000000001,10.253767967224121
-0.041469,10.27463674545288
-0.055553,10.295447826385498
-0.040431,10.316333770751953
-0.051846,10.337174892425537
-0.06919199999999999,10.35801887512207
-0.048733,10.378858804702759
-0.058221,10.399768829345703
-0.05407000000000001,10.420616865158081
-0.063262,10.441460847854614
-0.07275,10.462301969528198
-0.073143,10.48314881324768
-0.071512,10.504003763198853
-0.052832000000000004,10.524845838546753
-0.068399,10.545689821243286
-0.084855,10.56653380393982
-0.07210499999999999,10.587382793426514
-0.064989,10.608224868774414
-0.061283000000000004,10.629072666168213
-0.040824,10.649919748306274
-0.066175,10.670763731002808
-0.057132,10.691677808761597
-0.07017799999999999,10.712526798248291
-0.073588,10.733367919921875
-0.07166,10.754226922988892
-0.038007,10.775160789489746
-0.06439600000000001,10.796018838882446
-0.064099,10.816863775253296
-0.07758999999999999,10.83771276473999
-0.054611,10.858555793762207
-0.07284600000000001,10.879421710968018
-0.067213,10.900271892547607
-0.077442,10.92113971710205
-0.06914,10.942119836807251
-0.07951799999999999,10.963039636611938
-0.047792,10.983966827392578
-0.054759,11.004884958267212
-0.068843,11.025796890258789
-0.059652,11.04672384262085
-0.071512,11.067715644836426
-0.057132,11.088629722595215
-0.070326,11.109543800354004
-0.074625,11.130464792251587
-0.052684,11.151383876800537
-0.055352,11.172302722930908
-0.082186,11.193221807479858
-0.05297999999999999,11.21414589881897
-0.062024,11.23537278175354
-0.026147000000000004,11.256632804870605
-0.07106699999999999,11.277915716171265
-0.092119,11.29921269416809
-0.043292000000000004,11.32054877281189
-0.091474,11.34154486656189
-0.073684,11.362830877304077
-0.063454,11.383903741836548
-0.069385,11.404903888702393
-0.058414,11.426143884658813
-0.053225,11.447453737258911
-0.069088,11.46883773803711
-0.057821000000000004,11.49010181427002
-0.07235,11.51148772239685
-0.07146,11.532941818237305
-0.0808,11.554324865341187
-0.081096,11.575786828994751
-0.05708,11.596704721450806
-0.05367,11.618014812469482
-0.08376499999999999,11.639325857162476
-0.045516,11.660642862319946
-0.050557,11.681919813156128
-0.07724199999999999,11.703224897384644
-0.063454,11.724551916122437
-0.048481,11.745771884918213
-0.07724199999999999,11.76699185371399
-0.074425,11.788285732269287
-0.03588,11.80950379371643
-0.04685,11.830719709396362
-0.072201,11.851757764816284
-0.058116999999999995,11.87307596206665
-0.06642,11.894384860992432
-0.084655,11.91576886177063
-0.080652,11.936763763427734
-0.072498,11.957639694213867
-0.074573,11.978558778762817
-0.087768,11.999417781829834
-0.088657,12.020257711410522
-0.080059,12.041101932525635
-0.04433,12.061946868896484
-0.062861,12.082762718200684
-0.06464,12.103691816329956
-0.060786,12.12452483177185
-0.07487,12.145362854003906
-0.046035,12.166192770004272
-0.062342999999999996,12.187020778656006
-0.062936,12.207920789718628
-0.078502,12.22875189781189
-0.087101,12.249583959579468
-0.077316,12.270415782928467
-0.049296,12.291270732879639
-0.052261,12.312168836593628
-0.087397,12.332982778549194
-0.079836,12.353818893432617
-0.073758,12.374651908874512
-0.084729,12.395467758178711
-0.061600999999999996,12.416364669799805
-0.062046000000000004,12.437195777893066
-0.057598,12.458033800125122
-0.062491,12.478866815567017
-0.075685,12.499769926071167
-0.072572,12.52060079574585
-0.053596000000000005,12.541430711746216
-0.081615,12.562250852584839
-0.056561,12.583152770996094
-0.068866,12.604083776473999
-0.062491,12.624928712844849
-0.060119000000000006,12.645769834518433
-0.07272,12.666619777679443
-0.057598,12.687459945678711
-0.064863,12.70836877822876
-0.077761,12.729209899902344
-0.096589,12.750053882598877
-0.042032,12.770894765853882
-0.072572,12.791813850402832
-0.050334,12.812699794769287
-0.058636,12.833549976348877
-0.069607,12.854379892349243
-0.078799,12.875234842300415
-0.066049,12.896142959594727
-0.067087,12.916990756988525
-0.047369,12.937928915023804
-0.06337999999999999,12.958841800689697
-0.065011,12.97981572151184
-0.032707,13.00066089630127
-0.054797000000000005,13.021501779556274
-0.069029,13.042340755462646
-0.016103,13.063185930252075
-0.041306,13.083971738815308
-0.049163,13.104912757873535
-0.070363,13.125833988189697
-0.067398,13.146761894226074
-0.069325,13.167751789093018
-0.061616,13.18859577178955
-0.07911,13.2094407081604
-0.063247,13.23035478591919
-0.049756,13.251285791397095
-0.078962,13.272216796875
-0.049904000000000004,13.293139696121216
-0.054648,13.314064741134644
-0.078072,13.334985733032227
-0.06354299999999999,13.355984926223755
-0.077183,13.376921892166138
-0.069029,13.39783263206482
-0.071252,13.418749809265137
-0.077776,13.439740657806396
-0.081482,13.460662841796875
-0.056278999999999996,13.48158884048462
-0.05939199999999999,13.502510786056519
-0.07273500000000001,13.523431777954102
-0.060134,13.544359922409058
-0.066508,13.565693855285645
-0.046791,13.587056636810303
-0.094676,13.608380794525146
-0.069029,13.629655838012695
-0.05494500000000001,13.65093183517456
-0.033152,13.672228813171387
-0.07273500000000001,13.69351577758789
-0.045901,13.714802742004395
-0.06354299999999999,13.736158847808838
-0.079703,13.757432699203491
-0.063099,13.778568744659424
-0.059096,13.79993486404419
-0.059837,13.820932626724243
-0.05255800000000001,13.842248678207397
-0.077168,13.863640785217285
-0.057153999999999996,13.884955644607544
-0.075833,13.906270742416382
-0.06441799999999999,13.927267789840698
-0.066049,13.94856572151184
-0.077019,13.969831705093384
-0.06175,13.991050004959106
-0.077761,14.012367010116577
-0.09703400000000001,14.03358769416809
-0.074796,14.054688692092896
-0.083246,14.075908899307251
-0.095106,14.096958875656128
-0.047073000000000004,14.117904901504517
-0.067087,14.138828754425049
-0.071089,14.159818887710571
-0.075833,14.180739641189575
-0.063825,14.201660871505737
-0.070496,14.222567796707153
-0.086359,14.243546724319458
-0.051075,14.264512777328491
-0.067976,14.285736799240112
-0.086063,14.307009935379028
-0.055375,14.328057765960693
-0.073758,14.349348783493042
-0.063529,14.370647668838501
-0.04559,14.391954898834229
-0.06515900000000001,14.412824869155884
-0.071979,14.433799982070923
-0.055671000000000005,14.455022811889648
-0.062046000000000004,14.47625184059143
-0.089917,14.497217893600464
-0.054189,14.51838493347168
-0.079688,14.539708852767944
-0.077909,14.561002731323242
-0.054633,14.582299947738647
-0.067976,14.603543758392334
-0.07168200000000001,14.624903917312622
-0.078057,14.646198749542236
-0.039215,14.667500019073486
-0.074685,14.68887186050415
-0.072757,14.710120916366577
-0.06238,14.731416940689087
-0.081652,14.752433776855469
-0.061341999999999994,14.773382663726807
-0.055412,14.794305801391602
-0.061045,14.815226793289185
-0.066827,14.836277723312378
-0.041476,14.857150793075562
-0.06979199999999999,14.878018856048584
-0.08358,14.898871660232544
-0.0861,14.919900894165039
-0.073054,14.94088077545166
-0.093809,14.961801767349243
-0.042366,14.982725858688354
-0.078687,15.00370979309082
-0.081949,15.024633884429932
-0.081652,15.045548677444458
-0.060601,15.066473722457886
-0.05215,15.087368965148926
-0.08387599999999999,15.108275890350342
-0.057636,15.129181623458862
-0.057487,15.150088787078857
-0.081208,15.170998811721802
-0.06504800000000001,15.19198489189148
-0.051704999999999994,15.212893962860107
-0.090548,15.23380994796753
-0.058228999999999996,15.254721879959106
-0.052743,15.275699853897095
-0.060897,15.296607732772827
-0.08239400000000001,15.317518949508667
